"Categories1","Categories2","Categories3","Categories4","Categories5","Categories6","Categories7","Categories8","Categories9"
"0","0","0","0","0","0","0","0","0"
"Greek","Mediterranean","0","0","0","0","0","0","0"
"SportsBar","WineBar","American","Bar","BeerBar","0","0","0","0"
"Deli","IceCream","Pizza","0","0","0","0","0","0"
"SportsBar","Brgers","American","Bar","0","0","0","0","0"
"Bakery","0","0","0","0","0","0","0","0"
"Deli","Sops","SaladBar","0","0","0","0","0","0"
"Bar","WineBar","Italian","0","0","0","0","0","0"
"FastFood","0","0","0","0","0","0","0","0"
"Pizza","Italian","0","0","0","0","0","0","0"
"IceCream","0","0","0","0","0","0","0","0"
"Desserts","Bakery","0","0","0","0","0","0","0"
"Thai","Chinese","Vietnamese","0","0","0","0","0","0"
"Mexican","0","0","0","0","0","0","0","0"
"German","Bar","WineBar","BeerBar","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"SportsBar","American","Bar","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Bar","IceCream","0","0","0","0","0","0","0"
"Italian","0","0","0","0","0","0","0","0"
"Deli","Bakery","Cafe","0","0","0","0","0","0"
"Thai","Vietnamese","0","0","0","0","0","0","0"
"Italian","Pizza","0","0","0","0","0","0","0"
"Brgers","0","0","0","0","0","0","0","0"
"Deli","FastFood","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"Bar","0","0","0","0","0","0","0","0"
"Italian","0","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"Mexican","0","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"Mexican","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"MiddleEastern","0","0","0","0","0","0","0","0"
"Bar","0","0","0","0","0","0","0","0"
"American","Seafood","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Deli","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Foodtrck","Pizza","0","0","0","0","0","0","0"
"Pizza","0","0","0","0","0","0","0","0"
"AsianFsion","SshiBar","Japanese","0","0","0","0","0","0"
"Bar","0","0","0","0","0","0","0","0"
"Brgers","0","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Pizza","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Mexican","Tex-Mex","FastFood","0","0","0","0","0","0"
"American","0","0","0","0","0","0","0","0"
"Desserts","Bakery","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"Greek","Mediterranean","0","0","0","0","0","0","0"
"WineBar","BeerBar","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"Italian","Mediterranean","French","Pizza","0","0","0","0","0"
"Deli","Sops","0","0","0","0","0","0","0"
"Deli","0","0","0","0","0","0","0","0"
"Longe","American","Bar","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Indian","0","0","0","0","0","0","0","0"
"Desserts","Bakery","0","0","0","0","0","0","0"
"Bakery","Cafe","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Bar","0","0","0","0","0","0","0","0"
"IceCream","0","0","0","0","0","0","0","0"
"Brgers","American","FastFood","0","0","0","0","0","0"
"Greek","0","0","0","0","0","0","0","0"
"Deli","0","0","0","0","0","0","0","0"
"Cafe","Taiwanese","Chinese","0","0","0","0","0","0"
"American","Bar","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Deli","FastFood","0","0","0","0","0","0","0"
"AsianFsion","Thai","Vietnamese","0","0","0","0","0","0"
"Pizza","Italian","0","0","0","0","0","0","0"
"Longe","Thai","Bar","Seafood","0","0","0","0","0"
"SshiBar","Japanese","Chinese","0","0","0","0","0","0"
"AsianFsion","Seafood","0","0","0","0","0","0","0"
"Cafe","FastFood","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"Brgers","FastFood","0","0","0","0","0","0","0"
"WineBar","American","Bar","BeerBar","Pizza","0","0","0","0"
"SportsBar","WineBar","Bar","BeerBar","0","0","0","0","0"
"Pizza","0","0","0","0","0","0","0","0"
"Deli","Bakery","0","0","0","0","0","0","0"
"Deli","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Brgers","HotDogs","0","0","0","0","0","0","0"
"Brgers","FastFood","0","0","0","0","0","0","0"
"Sops","Chinese","0","0","0","0","0","0","0"
"Bakery","Cafe","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"American","Diner","0","0","0","0","0","0","0"
"Bar","0","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Korean","0","0","0","0","0","0","0","0"
"Bar","0","0","0","0","0","0","0","0"
"Deli","American","Diner","0","0","0","0","0","0"
"Bar","WineBar","Mexican","BeerBar","0","0","0","0","0"
"Mexican","Tex-Mex","FastFood","0","0","0","0","0","0"
"Deli","Brgers","American","FastFood","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"American","Barbeqe","Pizza","0","0","0","0","0","0"
"Mexican","Tex-Mex","FastFood","0","0","0","0","0","0"
"German","Mediterranean","0","0","0","0","0","0","0"
"SportsBar","Brgers","Bar","Pizza","0","0","0","0","0"
"Deli","Desserts","Italian","Pizza","0","0","0","0","0"
"JiceBar","Cafe","IceCream","0","0","0","0","0","0"
"Pizza","0","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"Desserts","Bakery","0","0","0","0","0","0","0"
"WineBar","American","Bar","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Bar","0","0","0","0","0","0","0","0"
"Italian","Pizza","0","0","0","0","0","0","0"
"American","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"SaladBar","Hawaiian","0","0","0","0","0","0","0"
"Deli","FastFood","0","0","0","0","0","0","0"
"Indian","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Deli","FastFood","0","0","0","0","0","0","0"
"Thai","MiddleEastern","Chinese","0","0","0","0","0","0"
"JiceBar","0","0","0","0","0","0","0","0"
"AsianFsion","Deli","Vietnamese","0","0","0","0","0","0"
"Cafe","French","0","0","0","0","0","0","0"
"Bakery","Cafe","0","0","0","0","0","0","0"
"AsianFsion","Chinese","0","0","0","0","0","0","0"
"SportsBar","American","Cafe","Bar","Barbeqe","0","0","0","0"
"American","Bar","0","0","0","0","0","0","0"
"DimSm","Chinese","0","0","0","0","0","0","0"
"Brgers","FastFood","0","0","0","0","0","0","0"
"Mexican","Tex-Mex","FastFood","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"IceCream","0","0","0","0","0","0","0","0"
"Bakery","0","0","0","0","0","0","0","0"
"JiceBar","0","0","0","0","0","0","0","0"
"Bar","0","0","0","0","0","0","0","0"
"Deli","0","0","0","0","0","0","0","0"
"FastFood","0","0","0","0","0","0","0","0"
"Chinese","0","0","0","0","0","0","0","0"
"FastFood","0","0","0","0","0","0","0","0"
"IceCream","0","0","0","0","0","0","0","0"
"Pizza","Italian","0","0","0","0","0","0","0"
"SaladBar","0","0","0","0","0","0","0","0"
"Indian","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Deli","FastFood","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Italian","Pizza","0","0","0","0","0","0","0"
"Pizza","0","0","0","0","0","0","0","0"
"Deli","French","0","0","0","0","0","0","0"
"American","Bar","0","0","0","0","0","0","0"
"Desserts","American","Bar","0","0","0","0","0","0"
"Brgers","0","0","0","0","0","0","0","0"
"American","0","0","0","0","0","0","0","0"
"Brgers","HotDogs","0","0","0","0","0","0","0"
"American","0","0","0","0","0","0","0","0"
"Bakery","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"WineBar","Bar","SaladBar","Italian","0","0","0","0","0"
"Bar","0","0","0","0","0","0","0","0"
"Caribbean","0","0","0","0","0","0","0","0"
"Thai","0","0","0","0","0","0","0","0"
"American","0","0","0","0","0","0","0","0"
"Greek","American","Mediterranean","0","0","0","0","0","0"
"Bar","WineBar","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Deli","FastFood","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Deli","Bakery","Cafe","0","0","0","0","0","0"
"Irish","Bar","0","0","0","0","0","0","0"
"Italian","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Chinese","FastFood","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"Thai","0","0","0","0","0","0","0","0"
"Pizza","0","0","0","0","0","0","0","0"
"American","Bar","0","0","0","0","0","0","0"
"Pizza","0","0","0","0","0","0","0","0"
"Mexican","FastFood","0","0","0","0","0","0","0"
"Pizza","0","0","0","0","0","0","0","0"
"Chinese","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Bakery","Pizza","Italian","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"American","0","0","0","0","0","0","0","0"
"Indian","0","0","0","0","0","0","0","0"
"Cafe","IceCream","0","0","0","0","0","0","0"
"Deli","FastFood","0","0","0","0","0","0","0"
"Pizza","0","0","0","0","0","0","0","0"
"Bar","American","Steakhose","0","0","0","0","0","0"
"Chinese","0","0","0","0","0","0","0","0"
"Thai","JiceBar","FastFood","0","0","0","0","0","0"
"Deli","Sops","SaladBar","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Chinese","0","0","0","0","0","0","0","0"
"Trkish","0","0","0","0","0","0","0","0"
"Mexican","0","0","0","0","0","0","0","0"
"Cafe","Bar","French","0","0","0","0","0","0"
"American","Italian","Pizza","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Italian","0","0","0","0","0","0","0","0"
"Bakery","Cafe","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"American","0","0","0","0","0","0","0","0"
"Deli","Bakery","Colmbian","LatinAmerican","0","0","0","0","0"
"Deli","0","0","0","0","0","0","0","0"
"Deli","SaladBar","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"SportsBar","Brgers","American","Bar","0","0","0","0","0"
"Mexican","FastFood","0","0","0","0","0","0","0"
"Steakhose","0","0","0","0","0","0","0","0"
"Pizza","0","0","0","0","0","0","0","0"
"Indian","0","0","0","0","0","0","0","0"
"Deli","Brgers","American","Cafe","0","0","0","0","0"
"Seafood","0","0","0","0","0","0","0","0"
"Pizza","0","0","0","0","0","0","0","0"
"Bar","0","0","0","0","0","0","0","0"
"FastFood","0","0","0","0","0","0","0","0"
"Longe","Cafe","Bar","Trkish","0","0","0","0","0"
"Korean","0","0","0","0","0","0","0","0"
"Pizza","0","0","0","0","0","0","0","0"
"Brgers","IceCream","FastFood","0","0","0","0","0","0"
"Italian","Pizza","0","0","0","0","0","0","0"
"Foodtrck","0","0","0","0","0","0","0","0"
"Deli","FastFood","0","0","0","0","0","0","0"
"Greek","Mediterranean","0","0","0","0","0","0","0"
"Irish","Bar","British","0","0","0","0","0","0"
"Deli","0","0","0","0","0","0","0","0"
"American","Italian","0","0","0","0","0","0","0"
"WineBar","Bar","BeerBar","0","0","0","0","0","0"
"Mexican","0","0","0","0","0","0","0","0"
"Pizza","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"SshiBar","Japanese","Chinese","0","0","0","0","0","0"
"Deli","American","Diner","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"American","WineBar","BeerBar","0","0","0","0","0","0"
"SportsBar","Irish","Bar","0","0","0","0","0","0"
"Indian","MiddleEastern","Chinese","0","0","0","0","0","0"
"Pizza","0","0","0","0","0","0","0","0"
"Bar","French","Italian","0","0","0","0","0","0"
"Barbeqe","0","0","0","0","0","0","0","0"
"Bar","0","0","0","0","0","0","0","0"
"Deli","Bakery","0","0","0","0","0","0","0"
"Greek","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Bar","American","WineBar","Pizza","0","0","0","0","0"
"Chinese","Hotpot","0","0","0","0","0","0","0"
"Bakery","0","0","0","0","0","0","0","0"
"Deli","SaladBar","0","0","0","0","0","0","0"
"Arabian","Mediterranean","0","0","0","0","0","0","0"
"Pizza","Italian","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"Deli","FastFood","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Persian","Cafe","0","0","0","0","0","0","0"
"Brgers","American","0","0","0","0","0","0","0"
"Persian","MiddleEastern","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Deli","FastFood","0","0","0","0","0","0","0"
"Mexican","0","0","0","0","0","0","0","0"
"Greek","Mediterranean","0","0","0","0","0","0","0"
"Deli","Bar","Steakhose","WineBar","0","0","0","0","0"
"Deli","Brgers","American","Steakhose","Bar","0","0","0","0"
"Deli","Bakery","0","0","0","0","0","0","0"
"Chinese","0","0","0","0","0","0","0","0"
"Chinese","FastFood","0","0","0","0","0","0","0"
"Brgers","Bar","0","0","0","0","0","0","0"
"Bar","0","0","0","0","0","0","0","0"
"Cafe","Chinese","0","0","0","0","0","0","0"
"Seafood","SshiBar","Japanese","Chinese","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Mexican","Tex-Mex","FastFood","0","0","0","0","0","0"
"Bar","0","0","0","0","0","0","0","0"
"American","0","0","0","0","0","0","0","0"
"Mexican","Chinese","0","0","0","0","0","0","0"
"Deli","Brgers","SaladBar","Foodtrck","0","0","0","0","0"
"Deli","FastFood","0","0","0","0","0","0","0"
"Deli","WineBar","BeerBar","0","0","0","0","0","0"
"Italian","Pizza","0","0","0","0","0","0","0"
"American","IceCream","0","0","0","0","0","0","0"
"Brgers","American","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Deli","JiceBar","Cafe","SaladBar","0","0","0","0","0"
"American","Barbeqe","0","0","0","0","0","0","0"
"Mexican","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Deli","SaladBar","0","0","0","0","0","0","0"
"Deli","0","0","0","0","0","0","0","0"
"Pizza","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Portgese","0","0","0","0","0","0","0","0"
"American","0","0","0","0","0","0","0","0"
"FastFood","0","0","0","0","0","0","0","0"
"Brgers","HotDogs","0","0","0","0","0","0","0"
"Bar","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"American","Diner","0","0","0","0","0","0","0"
"Bakery","Cafe","Mediterranean","0","0","0","0","0","0"
"Brgers","FastFood","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Bar","Mexican","BeerBar","0","0","0","0","0","0"
"Bar","WineBar","BeerBar","WhiskeyBar","0","0","0","0","0"
"Mexican","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Deli","Brgers","Pizza","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Deli","Italian","0","0","0","0","0","0","0"
"Bakery","0","0","0","0","0","0","0","0"
"Cafe","Mexican","0","0","0","0","0","0","0"
"MiddleEastern","0","0","0","0","0","0","0","0"
"Deli","Brgers","American","Diner","0","0","0","0","0"
"Chinese","0","0","0","0","0","0","0","0"
"Pizza","0","0","0","0","0","0","0","0"
"Sops","Thai","FastFood","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Steakhose","0","0","0","0","0","0","0","0"
"Chinese","0","0","0","0","0","0","0","0"
"Barbeqe","0","0","0","0","0","0","0","0"
"Mexican","0","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Brgers","FastFood","0","0","0","0","0","0","0"
"Chinese","0","0","0","0","0","0","0","0"
"IceCream","0","0","0","0","0","0","0","0"
"American","0","0","0","0","0","0","0","0"
"Mexican","0","0","0","0","0","0","0","0"
"Bar","Pizza","0","0","0","0","0","0","0"
"LatinAmerican","Spanish","LatinAmerican","Colmbian","0","0","0","0","0"
"Pizza","0","0","0","0","0","0","0","0"
"American","0","0","0","0","0","0","0","0"
"Deli","0","0","0","0","0","0","0","0"
"Deli","0","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"American","Seafood","0","0","0","0","0","0","0"
"Deli","Desserts","American","0","0","0","0","0","0"
"WineBar","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Mexican","0","0","0","0","0","0","0","0"
"Bar","Mexican","0","0","0","0","0","0","0"
"AsianFsion","SshiBar","Japanese","0","0","0","0","0","0"
"Italian","0","0","0","0","0","0","0","0"
"Foodtrck","0","0","0","0","0","0","0","0"
"Pizza","0","0","0","0","0","0","0","0"
"SshiBar","Japanese","0","0","0","0","0","0","0"
"Bakery","0","0","0","0","0","0","0","0"
"Deli","Donts","Cafe","0","0","0","0","0","0"
"Japanese","0","0","0","0","0","0","0","0"
"Bar","WineBar","BeerBar","0","0","0","0","0","0"
"Pizza","0","0","0","0","0","0","0","0"
"IceCream","0","0","0","0","0","0","0","0"
"Mexican","Tex-Mex","FastFood","0","0","0","0","0","0"
"Pizza","Italian","0","0","0","0","0","0","0"
"American","Bar","Pizza","0","0","0","0","0","0"
"SshiBar","Japanese","Chinese","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Italian","0","0","0","0","0","0","0","0"
"WineBar","BeerBar","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Desserts","IceCream","0","0","0","0","0","0","0"
"Deli","0","0","0","0","0","0","0","0"
"FastFood","0","0","0","0","0","0","0","0"
"Indian","0","0","0","0","0","0","0","0"
"Chinese","0","0","0","0","0","0","0","0"
"Brgers","FastFood","0","0","0","0","0","0","0"
"JiceBar","0","0","0","0","0","0","0","0"
"Italian","0","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"Japanese","0","0","0","0","0","0","0","0"
"Brgers","FastFood","0","0","0","0","0","0","0"
"German","0","0","0","0","0","0","0","0"
"American","Mexican","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"AsianFsion","SshiBar","Japanese","0","0","0","0","0","0"
"SportsBar","Bar","0","0","0","0","0","0","0"
"Mexican","Tex-Mex","FastFood","0","0","0","0","0","0"
"WineBar","Bar","BeerBar","0","0","0","0","0","0"
"Deli","Cafe","British","FastFood","0","0","0","0","0"
"American","Bar","British","0","0","0","0","0","0"
"SportsBar","Italian","Bar","Pizza","0","0","0","0","0"
"SaladBar","Pizza","0","0","0","0","0","0","0"
"Deli","Cafe","French","0","0","0","0","0","0"
"SportsBar","Brgers","American","Bar","WineBar","0","0","0","0"
"Brgers","0","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"Filipino","0","0","0","0","0","0","0","0"
"Caribbean","0","0","0","0","0","0","0","0"
"HookahBar","Bar","0","0","0","0","0","0","0"
"Mexican","0","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"Deli","FastFood","0","0","0","0","0","0","0"
"Chinese","0","0","0","0","0","0","0","0"
"Deli","Brgers","Diner","0","0","0","0","0","0"
"Brgers","FastFood","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"FastFood","0","0","0","0","0","0","0","0"
"Mexican","Tex-Mex","FastFood","0","0","0","0","0","0"
"American","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"American","FastFood","0","0","0","0","0","0","0"
"Mexican","0","0","0","0","0","0","0","0"
"Brgers","FastFood","0","0","0","0","0","0","0"
"Brgers","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Italian","Pizza","0","0","0","0","0","0","0"
"WineBar","Bar","BeerBar","0","0","0","0","0","0"
"Deli","Pizza","0","0","0","0","0","0","0"
"Italian","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"American","Pizza","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"American","Bar","0","0","0","0","0","0","0"
"Pizza","0","0","0","0","0","0","0","0"
"Deli","Longe","American","Bar","Eropean","0","0","0","0"
"American","0","0","0","0","0","0","0","0"
"Cafe","IceCream","0","0","0","0","0","0","0"
"Japanese","0","0","0","0","0","0","0","0"
"Deli","Italian","Pizza","0","0","0","0","0","0"
"American","0","0","0","0","0","0","0","0"
"Italian","SaladBar","IceCream","Pizza","0","0","0","0","0"
"French","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"Seafood","SshiBar","Japanese","0","0","0","0","0","0"
"Deli","0","0","0","0","0","0","0","0"
"Italian","Pizza","0","0","0","0","0","0","0"
"Thai","SshiBar","Japanese","Chinese","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"SportsBar","American","Bar","0","0","0","0","0","0"
"Deli","FastFood","0","0","0","0","0","0","0"
"Bar","WineBar","0","0","0","0","0","0","0"
"Deli","Cafe","Bar","0","0","0","0","0","0"
"JiceBar","Cafe","Bakery","0","0","0","0","0","0"
"Bar","0","0","0","0","0","0","0","0"
"Deli","Desserts","Cafe","0","0","0","0","0","0"
"Bar","BeerBar","0","0","0","0","0","0","0"
"Deli","Diner","Italian","0","0","0","0","0","0"
"Mexican","Tex-Mex","0","0","0","0","0","0","0"
"Desserts","Bakery","Cafe","0","0","0","0","0","0"
"Brgers","FastFood","0","0","0","0","0","0","0"
"Deli","FastFood","0","0","0","0","0","0","0"
"Chinese","0","0","0","0","0","0","0","0"
"Indian","0","0","0","0","0","0","0","0"
"Italian","0","0","0","0","0","0","0","0"
"Deli","0","0","0","0","0","0","0","0"
"FastFood","0","0","0","0","0","0","0","0"
"Korean","SshiBar","Japanese","0","0","0","0","0","0"
"Brgers","FastFood","0","0","0","0","0","0","0"
"Pizza","0","0","0","0","0","0","0","0"
"American","Barbeqe","0","0","0","0","0","0","0"
"WineBar","BeerBar","0","0","0","0","0","0","0"
"Bar","0","0","0","0","0","0","0","0"
"Pizza","0","0","0","0","0","0","0","0"
"Longe","Bar","0","0","0","0","0","0","0"
"American","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"TapasBar","Spanish","0","0","0","0","0","0","0"
"Deli","Brgers","FastFood","0","0","0","0","0","0"
"Deli","0","0","0","0","0","0","0","0"
"JiceBar","0","0","0","0","0","0","0","0"
"Deli","FastFood","0","0","0","0","0","0","0"
"Brgers","American","FastFood","0","0","0","0","0","0"
"Deli","American","0","0","0","0","0","0","0"
"AsianFsion","Brgers","SshiBar","Japanese","0","0","0","0","0"
"Bar","0","0","0","0","0","0","0","0"
"Portgese","0","0","0","0","0","0","0","0"
"Greek","American","0","0","0","0","0","0","0"
"Italian","Pizza","0","0","0","0","0","0","0"
"Japanese","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Desserts","0","0","0","0","0","0","0","0"
"Deli","JiceBar","Cafe","Bakery","0","0","0","0","0"
"Deli","Bakery","0","0","0","0","0","0","0"
"Deli","Brgers","Cafe","Mediterranean","MiddleEastern","0","0","0","0"
"Brgers","IceCream","0","0","0","0","0","0","0"
"Deli","American","FastFood","0","0","0","0","0","0"
"Barbeqe","0","0","0","0","0","0","0","0"
"Indian","MiddleEastern","0","0","0","0","0","0","0"
"Mexican","0","0","0","0","0","0","0","0"
"Bakery","0","0","0","0","0","0","0","0"
"IceCream","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Italian","0","0","0","0","0","0","0","0"
"Indian","0","0","0","0","0","0","0","0"
"Brazilian","0","0","0","0","0","0","0","0"
"JiceBar","Cafe","IceCream","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Bar","Mexican","0","0","0","0","0","0","0"
"Caribbean","0","0","0","0","0","0","0","0"
"American","0","0","0","0","0","0","0","0"
"Brgers","FastFood","0","0","0","0","0","0","0"
"Deli","Korean","Japanese","0","0","0","0","0","0"
"Deli","0","0","0","0","0","0","0","0"
"Bakery","0","0","0","0","0","0","0","0"
"Mexican","0","0","0","0","0","0","0","0"
"Longe","Bar","0","0","0","0","0","0","0"
"AsianFsion","Thai","0","0","0","0","0","0","0"
"Greek","Mediterranean","0","0","0","0","0","0","0"
"Steakhose","Japanese","0","0","0","0","0","0","0"
"Brgers","0","0","0","0","0","0","0","0"
"Longe","Bar","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"Deli","Pizza","Italian","0","0","0","0","0","0"
"Deli","0","0","0","0","0","0","0","0"
"Cafe","Italian","0","0","0","0","0","0","0"
"Deli","American","Cafe","Bakery","0","0","0","0","0"
"Italian","0","0","0","0","0","0","0","0"
"Brgers","FastFood","0","0","0","0","0","0","0"
"Pizza","WineBar","BeerBar","Italian","0","0","0","0","0"
"Portgese","Barbeqe","0","0","0","0","0","0","0"
"HookahBar","Bar","Cafe","0","0","0","0","0","0"
"Deli","American","Diner","0","0","0","0","0","0"
"IceCream","0","0","0","0","0","0","0","0"
"Deli","Brgers","American","Cafe","French","0","0","0","0"
"Desserts","Bakery","0","0","0","0","0","0","0"
"American","Bar","0","0","0","0","0","0","0"
"Bar","WhiskeyBar","Scottish","0","0","0","0","0","0"
"Deli","Cafe","Bar","0","0","0","0","0","0"
"Italian","Pizza","0","0","0","0","0","0","0"
"Seafood","Steakhose","0","0","0","0","0","0","0"
"Korean","0","0","0","0","0","0","0","0"
"Deli","American","FastFood","0","0","0","0","0","0"
"Thai","Malaysian","Chinese","0","0","0","0","0","0"
"Mexican","0","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"Deli","Pizza","0","0","0","0","0","0","0"
"JiceBar","Cafe","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Brgers","FastFood","0","0","0","0","0","0","0"
"Brgers","American","0","0","0","0","0","0","0"
"Indian","FastFood","0","0","0","0","0","0","0"
"Italian","Pizza","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"JiceBar","Cafe","Bakery","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Mexican","Tex-Mex","FastFood","0","0","0","0","0","0"
"Mexican","Tex-Mex","FastFood","0","0","0","0","0","0"
"Cafe","IceCream","0","0","0","0","0","0","0"
"Deli","American","Steakhose","Seafood","SaladBar","0","0","0","0"
"Longe","Bar","French","0","0","0","0","0","0"
"Bakery","0","0","0","0","0","0","0","0"
"FastFood","0","0","0","0","0","0","0","0"
"Desserts","Taiwanese","Chinese","0","0","0","0","0","0"
"Bakery","Cafe","0","0","0","0","0","0","0"
"American","Mediterranean","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"WineBar","BeerBar","0","0","0","0","0","0","0"
"Chinese","0","0","0","0","0","0","0","0"
"American","Foodtrck","FastFood","0","0","0","0","0","0"
"Deli","0","0","0","0","0","0","0","0"
"Deli","0","0","0","0","0","0","0","0"
"IceCream","0","0","0","0","0","0","0","0"
"Chinese","0","0","0","0","0","0","0","0"
"Brgers","FastFood","0","0","0","0","0","0","0"
